Timestamp,Start,Start RPC server,Step,Subscribe,Measurement,Check subscriptions,Keep-alive,Stop
23:36:36 +292,1.0,,,,,,,
23:36:36 +293,,1.0,,,,,,
23:36:37 +294,,,1.0,,,,,
23:36:43 +301,,,,1.2,,,,
23:36:49 +307,,,2.0,,,,,
23:36:51 +309,,,,,2.2,,,
23:36:57 +312,,,3.0,,,,,
23:37:04 +323,,,,,,3.2,,
23:37:10 +326,,,0.0,,,,,
23:37:12 +328,,,,,,,0.2,
23:37:18 +332,,,1.0,,,,,
23:37:24 +335,,,,1.2,,,,
23:37:24 +336,,,,1.2,,,,
23:37:24 +337,,,,1.2,,,,
23:37:30 +343,,,2.0,,,,,
23:37:31 +472,,,,,,,,1.0
